;PCB;PCB;PCB;PCB;PCB;PCB;PCB;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;2DM;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Smash Bond;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Bond Offset;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;Die Crack;BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField PD (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM);BrightField All (FM)
HE_10_3_L;"1";1;2993759;2993759;7664023.04;7664023.04;-1.61118168710581;"1";0;1264.09858585745;1894.14641916257;0.181709282120165;4030.06532534974;1988.12013851091;1394.30242287708;1891.81245130743;-0.0337150572640736;5080.06067554954;3423.90911942897;1329.20050436727;1892.979435235;1.55287275425908;-208.326139231404;3.73434856821987;208.359606561088;0.215424339384239;178.654399998777;"1";0;0;0;0;0;0;[0.640400297964359, 0.680889985114999, 0.65489062237849, 0.619057664854782, 0.639867423419039, 0.626003456451902, 0.637676950492077, 0.657938629080487, 0.704491993009446];[31.2, 31.2, 31.2, 31.2, 30.4, 28.8, 31.2, 28.8, 31.2];[67.2, 70.4, 67.2, 65.6, 64, 64, 64, 65.6, 67.2];10.4175000014948;"1";0;0;0;0;0;0;0;0;0;2.43069999851286;"1";1;32643;32643;83566.08;83566.08;-4.92415698920373;5.6;2869.76986183868;-2147.61849094752;-282.13341314122;17.4000000006345;"FM";"1";0;0;0;0;0;191.799000000174;"FM";"1";0;0;0;0;0;0;0;23.083799998858
HE_8_3_L;"1";1;2991686;2991686;7658716.16;7658716.16;-1.57718691804375;"1";0;1261.17536092242;1889.95774295945;0.207683312344755;4028.61994145064;1987.80662152561;1391.53168653027;1887.60904708576;-0.0099515219551893;5081.79891407969;3433.58689435993;1326.35352372634;1888.7833950226;1.55278077013168;-208.570120972554;3.75791339790958;208.603972339004;0.217634834299944;140.193699997326;"1";0;0;0;0;0;0;[0.588316338402673, 0.644941048368225, 0.641272593334585, 0.607150065257339, 0.610836182404727, 0.657824694510634, 0.63374330353447, 0.617224555499951, 0.646289557169951];[30.4, 29.6, 30.4, 28.8, 29.6, 30.4, 30.4, 29.6, 30.4];[60.8, 64, 64, 62.4, 62.4, 64, 64, 62.4, 64];8.18370000342838;"1";0;0;0;0;0;0;0;0;0;3.57079999957932;"1";1;32407;32407;82961.92;82961.92;-4.83556402344744;5.6;2878.38168296973;-2129.87208936341;-277.057410108838;7.97719999900437;"FM";"1";0;0;0;0;0;67.1129000002111;"FM";"1";0;0;0;0;0;0;0;16.3185999990674
HE_9_3_L;"1";1;2991658;2991658;7658644.48;7658644.48;-1.53758304599397;"1";0;1247.721053999;1903.6975503089;0.245444329267671;4029.42723036648;1987.67691638691;1377.25588884935;1900.45382874141;0.00540179041082169;5076.92585648782;3433.73557440219;1312.48847142417;1902.07568952515;1.5457602520131;-207.255735760563;5.1899545079883;207.320707198889;0.24004253885685;115.740299999743;"1";0;0;0;0;0;0;[0.627414432829604, 0.638840524953224, 0.625699724076815, 0.663751357640096, 0.617434235710462, 0.619352103292883, 0.634935201339639, 0.63853185328889, 0.615735627309698];[31.2, 30.4, 30.4, 29.6, 30.4, 30.4, 30.4, 29.6, 30.4];[65.6, 67.2, 64, 65.6, 62.4, 62.4, 64, 64, 64];4.95009999940521;"1";0;0;0;0;0;0;0;0;0;2.22520000170334;"1";1;33130;33130;84812.8;84812.8;-4.83550460726671;5.6;2900.13657712043;-2129.68789616662;-277.054005812447;9.68030000149156;"FM";"1";0;0;0;0;0;138.089000000036;"FM";"1";0;0;0;0;0;0;0;11.5287999979046
HE_7_3_L;"1";1;2990675;2990675;7656128;7656128;-1.50187321036154;"1";0;1246.59816761196;1900.06490629037;0.287433102173446;4028.63508107202;1987.80535381886;1378.21249142005;1897.37179031191;0.0150522114406556;5078.5888889314;3428.66792340788;1312.40532951601;1898.71834830114;1.55033700196608;-210.582918092941;4.30898556553948;210.626999098269;0.272380890732791;116.250799997943;"1";0;0;0;0;0;0;[0.603362613090203, 0.592704045103317, 0.581973508325891, 0.62046953642138, 0.627793368527862, 0.618776094677078, 0.658085204313701, 0.646498266471191, 0.61911897797688];[30.4, 29.6, 29.6, 30.4, 29.6, 30.4, 29.6, 30.4, 30.4];[62.4, 60.8, 62.4, 64, 62.4, 62.4, 62.4, 62.4, 65.6];2.71530000100029;"1";0;0;0;0;0;0;0;0;0;5.5395999988832;"1";1;32659;32659;83607.04;83607.04;-4.49811116309738;5.6;2885.57097277933;-2113.75378303071;-257.722785426161;10.2553000033367;"FM";"1";0;0;0;0;0;134.115000000747;"FM";"1";0;0;0;0;0;0;0;16.3804000003438
HE_7_4_L;"1";1;2991050;2991050;7657088;7657088;-1.68206305293562;"1";0;1252.07489080007;1893.21719234136;0.111235179302578;4028.44440807395;1987.67519540805;1382.91941498813;1889.4712817647;-0.0761972565845018;5079.31928544597;3429.87657326567;1317.4971528941;1891.34423705303;1.54217542946692;-209.351238700893;5.99345692264833;209.437013613836;0.18743243588708;149.502600001142;"1";0;0;0;0;0;0;[0.64990280903362, 0.643727598539932, 0.663528144214918, 0.663167989183528, 0.625281273522332, 0.62893149807464, 0.612307999203378, 0.617463660896552, 0.701505440409248];[30.4, 30.4, 29.6, 29.6, 28.8, 29.6, 28.8, 28.8, 30.4];[62.4, 64, 62.4, 62.4, 62.4, 60.8, 60.8, 62.4, 62.4];10.1742000006197;"1";0;0;0;0;0;0;0;0;0;1.36490000295453;"1";1;32511;32511;83228.16;83228.16;-5.02855357586077;5.6;2886.36742025776;-2117.8915197933;-288.11489695224;6.72339999800897;"FM";"1";0;0;0;0;0;149.381700000959;"FM";"1";0;0;0;0;0;0;0;13.247599999886
HE_5_3_L;"1";1;2989271;2989271;7652533.76;7652533.76;-1.56222599249663;"1";0;1243.44055068698;1892.69030302464;0.228190898061411;4028.91420032555;1988.05378775032;1374.09537505104;1892.11964568635;0.00439410142021263;5079.63855136401;3428.14473069378;1308.76796286901;1892.40497435549;1.56642868317833;-209.047718982491;0.91305174126428;209.049712927965;0.223796796641199;99.4172999999137;"1";0;0;0;0;0;0;[0.627008343594201, 0.622574187045206, 0.584124128342631, 0.576938400403564, 0.626284880063141, 0.619388250947437, 0.593939073384076, 0.65097012161678, 0.596495824037727];[29.6, 30.4, 29.6, 28.8, 28.8, 28.8, 29.6, 30.4, 28.8];[62.4, 62.4, 62.4, 60.8, 62.4, 65.6, 59.2, 62.4, 62.4];7.70790000024135;"1";0;0;0;0;0;0;0;0;0;5.54439999905298;"1";1;33599;33599;86013.44;86013.44;-4.91318394896204;5.6;2889.49318729724;-2133.63488199054;-281.504704246944;6.52199999967706;"FM";"1";0;0;0;0;0;179.544999999052;"FM";"1";0;0;0;0;0;0;0;55.004400001053
HE_6_4_L;"1";1;2989018;2989018;7651886.08;7651886.08;-1.63319001902183;"1";0;1263.58954847887;1877.69091730461;0.148509076511753;4029.00657755354;1987.63771101369;1392.77177038433;1875.13225646656;-0.0403272742061841;5083.0453220019;3429.94438498755;1328.1806594316;1876.41158688559;1.55099231436785;-206.691555048728;4.09385734087118;206.732093774501;0.188836350717937;141.478699999425;"1";0;0;0;0;0;0;[0.655396849100279, 0.611362230371844, 0.606961299107295, 0.665921044366677, 0.62070352558474, 0.635202186208566, 0.637332419129434, 0.61688988993193, 0.693146234291898];[29.6, 30.4, 28.8, 29.6, 28, 28.8, 28.8, 28.8, 29.6];[65.6, 62.4, 59.2, 60.8, 59.2, 60.8, 64, 60.8, 60.8];9.15110000278219;"1";0;0;0;0;0;0;0;0;0;3.98950000089826;"1";1;33268;33268;85166.08;85166.08;-5.09280676559682;5.6;2866.96847420945;-2157.00026451846;-291.796333544369;11.7925999984436;"FM";"1";0;0;0;0;0;157.645700001012;"FM";"1";0;0;0;0;0;0;0;14.1785999985586
HE_5_4_L;"1";1;2988699;2988699;7651069.44;7651069.44;-1.63454177594661;"1";0;1247.24497015543;1885.41386683339;0.154262127569922;4028.43922995371;1987.68803376039;1378.35229278614;1883.70133380246;-0.065438753087893;5080.01475210076;3427.22712647656;1312.79863147079;1884.55760031792;1.55773499955238;-209.771716209135;2.74005284949599;209.789610826999;0.219700880657815;152.345999998943;"1";0;0;0;0;0;0;[0.642727252878878, 0.630341265164238, 0.625789826398631, 0.67714295648063, 0.657621809871387, 0.635065897573012, 0.664452940162221, 0.631351579984772, 0.618231156500853];[30.4, 30.4, 28.8, 30.4, 28, 29.6, 30.4, 30.4, 30.4];[62.4, 62.4, 60.8, 65.6, 65.6, 62.4, 64, 62.4, 62.4];3.49300000016228;"1";0;0;0;0;0;0;0;0;0;1.8290000007255;"1";1;33420;33420;85555.2;85555.2;-5.19947237855161;5.6;2884.59131059246;-2135.03286654698;-297.907822985855;16.531400000531;"FM";"1";0;0;0;0;0;147.633599997789;"FM";"1";0;0;0;0;0;0;0;54.126000002725
HE_6_3_L;"1";1;2990117;2990117;7654699.52;7654699.52;-1.62549047760374;"1";0;1256.62615483013;1885.10635849532;0.164478889600508;4028.90562992346;1988.01516951119;1388.54588661827;1884.00209344544;-0.027981114133904;5083.144891852;3433.89065713344;1322.5860207242;1884.55422597038;1.56242578779864;-211.071570861014;1.76682407980697;211.07896553912;0.192460003734412;196.38489999852;"1";0;0;0;0;0;0;[0.618397403449883, 0.575595325023276, 0.586029054324404, 0.626017841591187, 0.628740753221268, 0.60496817396316, 0.609470249505504, 0.641375898528625, 0.610554689648279];[30.4, 29.6, 28.8, 29.6, 29.6, 30.4, 30.4, 30.4, 28.8];[64, 62.4, 62.4, 60.8, 64, 62.4, 62.4, 64, 60.8];3.10929999977816;"1";0;0;0;0;0;0;0;0;0;2.28600000264123;"1";1;33524;33524;85821.44;85821.44;-5.01648874717317;5.6;2878.57797398878;-2152.56694905143;-287.423633187892;10.2934000024106;"FM";"1";0;0;0;0;0;145.45999999973;"FM";"1";0;0;0;0;0;0;0;65.0040000000445
HE_3_4_L;"1";1;2991832;2991832;7659089.92;7659089.92;-1.73700428483501;"1";0;1251.06825071839;1888.14627741512;0.0754119632915096;4029.44492424709;1987.42170436811;1379.54039486412;1885.8784544333;-0.0945413360478517;5078.73011502573;3429.26417633414;1315.30432279125;1887.01236592421;1.55314590546716;-205.555430633172;3.62851677090002;205.587453889447;0.169953299339361;183.516599998256;"1";0;0;0;0;0;0;[0.617955374929585, 0.643969366169744, 0.675970082954815, 0.661809080379805, 0.718760827472915, 0.675932185771478, 0.637483509348236, 0.647609660330171, 0.65678822404398];[30.4, 31.2, 30.4, 30.4, 31.2, 30.4, 30.4, 26.4, 27.2];[67.2, 65.6, 65.6, 60.8, 65.6, 65.6, 64, 65.6, 64];5.7336000027135;"1";0;0;0;0;0;0;0;0;0;5.41549999979907;"1";1;31932;31932;81745.92;81745.92;-5.65856855944795;5.6;2855.10334460729;-2114.81959163222;-324.21209654179;7.01839999965159;"FM";"1";0;0;0;0;0;167.15540000223;"FM";"1";0;0;0;0;0;0;0;21.2195999993128
HE_4_3_L;"1";1;2993103;2993103;7662343.68;7662343.68;-1.57434043455839;"1";0;1259.6117791813;1886.7210028001;0.202454420008577;4029.72153965221;1987.92459521086;1389.24804484416;1885.27289050928;-0.0246630941314691;5080.20781525069;3430.94156670644;1324.42991201273;1885.99694665469;1.55962621127818;-207.418025060576;2.31697966530555;207.430965660384;0.227117514140046;205.462800000532;"1";0;0;0;0;0;0;[0.640693274098571, 0.65231015237292, 0.689798328067931, 0.637437550429946, 0.626061687268476, 0.64406895987481, 0.669181105993596, 0.643548988483247, 0.664464561082706];[29.6, 31.2, 31.2, 30.4, 29.6, 31.2, 31.2, 31.2, 31.2];[65.6, 67.2, 68.8, 64, 64, 64, 65.6, 65.6, 65.6];18.2439999989583;"1";0;0;0;0;0;0;0;0;0;5.47209999785991;"1";1;32776;32776;83906.56;83906.56;-5.30424523693726;5.6;2863.80463753966;-2147.58628264584;-303.910865578874;9.03620000099181;"FM";"1";0;0;0;0;0;166.014800000994;"FM";"1";0;0;0;0;0;0;0;107.044800002768
HE_3_3_L;"1";1;2992291;2992291;7660264.96;7660264.96;-1.59658686404368;"1";0;1243.13905583302;1897.12367119304;0.184188485574771;4029.56613382347;1987.77147189262;1373.3159034032;1895.8849010642;-0.0290546555572781;5077.51030423198;3427.79849958325;1308.22747961811;1896.50428612862;1.56128055834927;-208.282956112298;1.98203220613577;208.29238646322;0.213243141132049;185.101999999461;"1";0;0;0;0;0;0;[0.623736398947258, 0.659183035140027, 0.647599810005088, 0.639844366922765, 0.683636586752205, 0.684269179676535, 0.676694805356454, 0.665647263040642, 0.662294506444428];[30.4, 30.4, 30.4, 31.2, 31.2, 30.4, 30.4, 30.4, 30.4];[65.6, 65.6, 67.2, 65.6, 65.6, 64, 65.6, 65.6, 65.6];2.77490000007674;"1";0;0;0;0;0;0;0;0;0;1.54860000111512;"1";1;32937;32937;84318.72;84318.72;-4.68913681162872;5.6;2874.58510489723;-2119.06390988858;-268.667748865757;6.05980000182171;"FM";"1";0;0;0;0;0;199.148500003503;"FM";"1";0;0;0;0;0;0;0;430.340300001262
HE_1_4_L;"1";1;2987345;2987345;7647603.2;7647603.2;-1.62621557737688;"1";0;1256.99194674598;1878.99172432761;0.1643015919828;4029.11141174565;1987.46179329588;1384.67786206646;1877.61936508011;-0.0179554647372345;5081.67638765385;3438.71728368693;1320.83490440622;1878.30554470386;1.56004881087937;-204.297464512774;2.1957747959932;204.309264188638;0.182257056720035;309.689199999411;"1";0;0;0;0;0;0;[0.648408669630678, 0.654911403253299, 0.686102507925186, 0.666383627646507, 0.68335533684698, 0.687110467496883, 0.644810739989225, 0.615776663301794, 0.701270404041654];[30.4, 31.2, 30.4, 30.4, 30.4, 30.4, 30.4, 28, 30.4];[64, 64, 65.6, 64, 64, 67.2, 60.8, 64, 65.6];29.4839999987744;"1";0;0;0;0;0;0;0;0;0;12.277499998163;"1";1;33365;33365;85414.4;85414.4;-5.54927992856955;5.6;2884.82368949498;-2150.96581447625;-317.950319243694;7.71370000074967;"FM";"1";0;0;0;0;0;341.496299999562;"FM";"1";0;0;0;0;0;0;0;295.931500000734
HE_1_3_L;"1";1;2991056;2991056;7657103.36;7657103.36;-1.61163032820471;"1";0;1248.64500139304;1892.02060758676;0.176178435801132;4029.6830767082;1987.90833324807;1377.82940887337;1889.42359527115;-0.0195728783348167;5080.4919851363;3434.38653923599;1313.23720513321;1890.72210142896;1.55069589360715;-206.695051968521;4.15521970496266;206.736814232652;0.195751314135949;372.294999997393;"1";0;0;0;0;0;0;[0.616528252903045, 0.579904471141145, 0.627214965943429, 0.631025273585618, 0.625454279022959, 0.638248143501721, 0.65723420082123, 0.640048344521347, 0.678551511786881];[30.4, 29.6, 30.4, 29.6, 29.6, 29.6, 30.4, 30.4, 30.4];[64, 60.8, 65.6, 64, 60.8, 64, 64, 64, 65.6];4.80489999972633;"1";0;0;0;0;0;0;0;0;0;3.04010000036214;"1";1;32856;32856;84111.36;84111.36;-4.61092460138866;5.6;2873.59917214512;-2122.116678841;-264.186519312612;6.52019999688491;"FM";"72";1;0;9.32952303175248;71.68;71.68;253.615400000854;"FM";"1";1;0;0;0;9.32952303175248;71.68;71.68;11.8243000033544
HE_2_3_L;"1";1;2992907;2992907;7661841.92;7661841.92;-1.56023143052027;"1";0;1263.14385173674;1878.33286170341;0.223056736121439;4029.59879165356;1987.89542695139;1392.5890965782;1879.35470355136;0.0118558932017038;5082.29651904423;3430.35704794647;1327.86647415747;1878.84378262738;-1.5629024823782;-207.112391746344;-1.63494695672052;207.118844788306;0.211200842919735;199.563099999068;"1";0;0;0;0;0;0;[0.564062655526871, 0.633165488984975, 0.62385134109246, 0.649049660125046, 0.638825598521497, 0.620768814657498, 0.646523739417041, 0.619816981176588, 0.626132549299862];[30.4, 30.4, 30.4, 30.4, 30.4, 29.6, 29.6, 29.6, 30.4];[64, 64, 64, 65.6, 62.4, 62.4, 64, 62.4, 65.6];6.35890000194195;"1";0;0;0;0;0;0;0;0;0;4.78490000023157;"1";1;32866;32866;84136.96;84136.96;-4.95801233703855;5.6;2866.35063591554;-2145.82058053916;-284.073181686103;55.6541000005382;"FM";"1";0;0;0;0;0;109.263700000156;"FM";"1";0;0;0;0;0;0;0;83.5614999996324
HE_2_4_L;"1";1;2991363;2991363;7657889.28;7657889.28;-1.7790393938923;"1";0;1270.63878596219;1870.39452830986;-0.00371506057528731;4029.45370370358;1987.57124597921;1398.57908550383;1869.25920651527;-0.120264385046085;5084.13702177874;3425.85547540721;1334.60893573301;1869.82686741257;1.56192271934089;-204.704479266631;1.81651487135059;204.712538839467;0.116549324470798;263.578400001279;"1";0;0;0;0;0;0;[0.638479546274622, 0.644532227893641, 0.672805730084531, 0.664660049013099, 0.644513432591562, 0.662283743201822, 0.661354808042198, 0.658973207607927, 0.647394437963342];[29.6, 28.8, 31.2, 28.8, 28.8, 29.6, 27.2, 30.4, 28];[64, 62.4, 65.6, 65.6, 60.8, 62.4, 60.8, 62.4, 65.6];41.2356999986514;"1";0;0;0;0;0;0;0;0;0;22.35920000021;"1";1;33951;33951;86914.56;86914.56;-4.9230789060699;5.6;2844.18909605019;-2185.61074489706;-282.071643527688;38.7493000016548;"FM";"1";0;0;0;0;0;1025.33050000056;"FM";"1";0;0;0;0;0;0;0;27.2694999985106
HE_1_5_L;"1";1;2990799;2990799;7656445.44;7656445.44;-1.69946117128414;"1";0;1235.57849500172;1908.36426663451;0.0825397438535965;4029.84637186322;1987.72916750885;1364.84815376499;1903.64444805128;-0.069865805815636;5079.82181176966;3436.65850255807;1300.21332438336;1906.0043573429;1.53430111979937;-206.83145402124;7.55170973316126;206.969269922939;0.152405549669232;242.148900000757;"1";0;0;0;0;0;0;[0.644690068810836, 0.655814192893028, 0.618232969475541, 0.644177826142817, 0.643153371854462, 0.659543821887917, 0.639849979085425, 0.662288632242706, 0.697346256223083];[30.4, 30.4, 30.4, 30.4, 30.4, 30.4, 31.2, 31.2, 31.2];[65.6, 65.6, 67.2, 65.6, 65.6, 67.2, 65.6, 67.2, 65.6];51.4547999991919;"1";0;0;0;0;0;0;0;0;0;36.9416000030469;"1";1;32467;32467;83115.52;83115.52;-5.89181353734304;5.6;2884.43684972434;-2109.74845843472;-337.5760493678;42.5751000002492;"FM";"1";0;0;0;0;0;959.292699997604;"FM";"1";0;0;0;0;0;0;0;56.3393000011274
HE_2_6_L;"1";1;2992276;2992276;7660226.56;7660226.56;-1.63552518968169;"1";0;1256.16548119244;1887.12970779404;0.146017397340645;4030.0125008779;1987.48875472518;1384.49082658087;1883.76904293117;-0.0437416561913109;5079.90004624604;3427.71070314059;1320.32815388665;1885.44937536261;1.54461368243024;-205.32055262148;5.37706378059811;205.390949517477;0.189759053531956;100.977300000523;"1";0;0;0;0;0;0;[0.584220578736101, 0.617705381157148, 0.622625946570355, 0.611292616755166, 0.579964544666977, 0.599107022114299, 0.647902080193321, 0.659143727592362, 0.627277583030432];[25.6, 25.6, 26.4, 26.4, 25.6, 26.4, 24.8, 26.4, 26.4];[65.6, 65.6, 65.6, 67.2, 64, 64, 65.6, 68.8, 67.2];13.8664000005519;"1";0;0;0;0;0;0;0;0;0;15.4247999998915;"1";1;33054;33054;84618.24;84618.24;-4.97423230202918;5.6;2841.15815332486;-2151.84713499123;-285.002517223916;14.5760999985214;"FM";"1";0;0;0;0;0;328.647700000147;"FM";"1";0;0;0;0;0;0;0;25.2581999993708
HE_2_5_L;"1";1;2993384;2993384;7663063.04;7663063.04;-1.71938862110376;"1";0;1247.92631537313;1897.10645904465;0.0789731652219587;4030.24468547419;1987.69966309013;1379.08909236239;1895.1841763427;-0.0886842655434487;5080.58187300541;3429.56077180134;1313.50770386776;1896.14531769367;1.5561416729746;-209.860443182824;3.07565232311754;209.882979896188;0.167657430765407;125.7732999984;"1";0;0;0;0;0;0;[0.640321040588547, 0.655870327136518, 0.639133373158234, 0.666012767924076, 0.645063476953115, 0.606702433009378, 0.621345676387548, 0.647746988569241, 0.680066084897749];[28.8, 28.8, 30.4, 30.4, 30.4, 30.4, 30.4, 31.2, 31.2];[65.6, 68.8, 65.6, 68.8, 64, 64, 65.6, 67.2, 65.6];8.07230000282289;"1";0;0;0;0;0;0;0;0;0;4.40789999993285;"1";1;31939;31939;81763.84;81763.84;-5.57701054873256;5.6;2867.91937130154;-2108.79378815868;-319.539166742315;19.3561999985832;"FM";"1";0;0;0;0;0;216.961099999025;"FM";"1";0;0;0;0;0;0;0;52.6460000000952
HE_1_6_L;"1";1;2989280;2989280;7652556.8;7652556.8;-1.62378415007582;"1";0;1240.62356220671;1896.14455743505;0.165362122637452;4029.70868305981;1987.48739979746;1368.93698613712;1892.54236939085;-0.0247015172567496;5079.00616396423;3429.52641754621;1304.78027417191;1894.34346341295;1.54273034530569;-205.301478288647;5.76350087073042;205.382362752479;0.190063639894202;119.326200001524;"1";0;0;0;0;0;0;[0.630931687524408, 0.665275883888175, 0.665797666962172, 0.630422063963433, 0.668531094230566, 0.652095492040299, 0.695821315270368, 0.663680345951927, 0.620068410260461];[30.4, 29.6, 30.4, 30.4, 28.8, 28, 30.4, 28, 27.2];[65.6, 65.6, 67.2, 65.6, 62.4, 67.2, 68.8, 65.6, 64];3.68090000119992;"1";0;0;0;0;0;0;0;0;0;1.60519999917597;"1";1;32894;32894;84208.64;84208.64;-5.36361794613702;5.6;2880.68987657324;-2120.20205508603;-307.312671234278;6.52759999866248;"FM";"1";0;0;0;0;0;173.9385999972;"FM";"1";0;0;0;0;0;0;0;44.1275000011956
HE_3_5_L;"1";1;2993087;2993087;7662302.72;7662302.72;-1.64997757791703;"1";0;1246.03028685849;1903.83953859979;0.133657559626432;4029.65062652314;1987.91012691128;1379.57916746088;1902.70325783798;-0.111842125437387;5077.01901783767;3433.85682697979;1312.80472715969;1903.27139821888;1.56228818102347;-213.678208963816;1.81804921889852;213.685943124359;0.245499685063819;1114.25329999838;"1";0;0;0;0;0;0;[0.63088296794152, 0.64657349821649, 0.627322297274893, 0.622746746648319, 0.631317810009026, 0.619168649327562, 0.648495299987281, 0.646246340784352, 0.621842489816983];[31.2, 30.4, 30.4, 30.4, 30.4, 29.6, 30.4, 30.4, 29.6];[65.6, 64, 64, 65.6, 65.6, 65.6, 65.6, 62.4, 62.4];6.81890000123531;"1";0;0;0;0;0;0;0;0;0;11.8034000006446;"1";1;32532;32532;83281.92;83281.92;-4.64460560266177;5.6;2877.32275912947;-2113.78192548875;-266.116298535335;14.2551000026288;"FM";"1";0;0;0;0;0;134.079699997528;"FM";"1";0;0;0;0;0;0;0;21.2032999988878
HE_4_5_L;"1";1;2994182;2994182;7665105.92;7665105.92;-1.67743732796631;"1";0;1261.48635634726;1895.18344420869;0.105767508971111;4029.95257729719;1988.09249538699;1393.06219462915;1893.72123077573;-0.103243798968458;5080.10440516539;3428.34149674112;1327.27427548821;1894.45233749221;1.55968369956986;-210.521341251027;2.33954149273413;210.534340611046;0.209011307939569;334.357499999896;"1";0;0;0;0;0;0;[0.702910479072212, 0.660494672285084, 0.661015256148828, 0.653089539564339, 0.683686861095901, 0.655923152267105, 0.671454514237721, 0.653226076749227, 0.640197280162095];[31.2, 31.2, 31.2, 30.4, 31.2, 31.2, 30.4, 30.4, 30.4];[68.8, 65.6, 65.6, 65.6, 68.8, 65.6, 67.2, 65.6, 70.4];9.70400000005611;"1";0;0;0;0;0;0;0;0;0;10.476600000402;"1";1;32226;32226;82498.56;82498.56;-5.47287355123742;5.6;2870.49478061193;-2137.48342332278;-313.572556294679;11.310499998217;"FM";"1";0;0;0;0;0;153.702900002827;"FM";"1";0;0;0;0;0;0;0;18.2176000016625
HE_4_6_L;"1";1;2992712;2992712;7661342.72;7661342.72;-1.56333601834657;"1";0;1267.27489290443;1887.50049456339;0.221471852545534;4029.97018869205;1987.70214608323;1397.64476378733;1885.88967945282;0.00778446081150011;5078.92803003898;3429.95493129594;1332.45982834588;1886.6950870081;1.55844122407095;-208.591793412626;2.57730417691382;208.607715044089;0.213687391734034;158.781500002078;"1";0;0;0;0;0;0;[0.663367936143268, 0.685450820115407, 0.680445204924568, 0.618633375060191, 0.658214673683129, 0.6517141659486, 0.66824659360873, 0.686293555810896, 0.676391429218411];[31.2, 30.4, 31.2, 28.8, 30.4, 30.4, 29.6, 28.8, 27.2];[67.2, 65.6, 67.2, 68.8, 68.8, 65.6, 65.6, 65.6, 67.2];13.5635000006005;"1";0;0;0;0;0;0;0;0;0;5.10949999807053;"1";1;31797;31797;81400.32;81400.32;-5.33133562393903;5.6;2836.29897160109;-2142.88215869422;-305.463030419452;74.2439999994531;"FM";"1";0;0;0;0;0;550.197200002003;"FM";"1";0;0;0;0;0;0;0;569.333400002506
HE_3_6_L;"1";1;2991419;2991419;7658032.64;7658032.64;-1.56937239786852;"1";0;1255.26238448987;1898.39928370944;0.219579122365443;4029.26160325632;1987.67254908778;1383.64226854199;1896.19403627217;-0.00840768377264045;5074.71353282811;3428.23410537912;1319.45232651593;1897.29665999081;1.55362050058709;-205.407814483405;3.52839589963915;205.438116785745;0.227986806138084;141.821600002004;"1";0;0;0;0;0;0;[0.591540724853985, 0.669743490122411, 0.677620101756146, 0.648967461924416, 0.673071583520493, 0.634430545118633, 0.641095403012121, 0.650963158373577, 0.651253118517369];[29.6, 30.4, 31.2, 30.4, 30.4, 28.8, 28.8, 30.4, 26.4];[60.8, 67.2, 65.6, 64, 67.2, 64, 65.6, 64, 65.6];8.03069999892614;"1";0;0;0;0;0;0;0;0;0;5.72979999924428;"1";1;32244;32244;82544.64;82544.64;-5.36808166830761;5.6;2864.27520158789;-2134.25406277137;-307.568423675572;42.2897000025841;"FM";"1";0;0;0;0;0;530.110600000626;"FM";"1";0;0;0;0;0;0;0;415.353299998969
HE_6_5_L;"1";1;2992318;2992318;7660334.08;7660334.08;-1.70983674605429;"1";0;1261.71522434334;1891.09725108813;0.0886560444098287;4028.75342698306;1988.25840785201;1393.85482249757;1888.74802869598;-0.117593714136155;5082.34927008687;3427.71050892637;1327.78502342045;1889.92263989206;1.55301986185778;-211.423357046757;3.75875582743975;211.456766622142;0.206249758545984;190.621499998088;"1";0;0;0;0;0;0;[0.570642698661763, 0.618486001591597, 0.607003242949566, 0.591815442890836, 0.58675282086281, 0.577006910947121, 0.622354181458205, 0.631436598856553, 0.623276690983885];[28.8, 30.4, 29.6, 28.8, 28.8, 28.8, 30.4, 30.4, 28.8];[60.8, 64, 60.8, 60.8, 60.8, 59.2, 62.4, 64, 57.6];6.25120000040624;"1";0;0;0;0;0;0;0;0;0;5.69239999822457;"1";1;32281;32281;82639.36;82639.36;-5.19811086314958;5.6;2886.98714414052;-2126.79101638735;-297.829813899576;13.1098999991082;"FM";"1";0;0;0;0;0;171.300800000608;"FM";"1";0;0;0;0;0;0;0;536.276899998484
